substrate,formula,Cs,reduction degree,Crd,product,formula,Cp,reduction degree,Crd,rate,path yield,rdyield,difference
g6p_e,C6H11O9P,6,24,4.0,pyr_e,C3H3O3,3,10,3.3333333333333335,1000.0,0.7499999999999948,1.2,0.4500000000000052
g6p_c,C6H11O9P,6,24,4.0,akg_c,C5H4O5,5,16,3.2,1000.0,0.8333333333333334,1.25,0.41666666666666663
g6p_p,C6H11O9P,6,24,4.0,akg_p,C5H4O5,5,16,3.2,1000.0000000000001,0.8333333333333335,1.25,0.4166666666666665
g6p_e,C6H11O9P,6,24,4.0,akg_e,C5H4O5,5,16,3.2,999.9999999999998,0.8333333333333331,1.25,0.41666666666666685
g6p_c,C6H11O9P,6,24,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.37121212121212105,1.0,0.6287878787878789
g6p_c,C6H11O9P,6,24,4.0,f6p_c,C6H11O9P,6,24,4.0,1000.0,1.0000000000000002,1.0,-2.220446049250313e-16
g6p_c,C6H11O9P,6,24,4.0,g3p_c,C3H5O6P,3,12,4.0,1000.0,0.5000000000000001,1.0,0.4999999999999999
g6p_c,C6H11O9P,6,24,4.0,succoa_c,C25H35N7O19P3S,4,14,3.5,1000.0,0.6666666666666666,1.1428571428571428,0.47619047619047616
g3p_c,C3H5O6P,3,12,4.0,e4p_c,C4H7O7P,4,16,4.0,749.9999999999999,0.9999999999999999,1.0,1.1102230246251565e-16
g3p_c,C3H5O6P,3,12,4.0,pep_c,C3H2O6P,3,10,3.3333333333333335,1000.0,1.0,1.2,0.19999999999999996
g3p_c,C3H5O6P,3,12,4.0,r5p_c,C5H9O8P,5,20,4.0,599.9999999999997,0.9999999999999994,1.0,5.551115123125783e-16
g3p_c,C3H5O6P,3,12,4.0,oaa_c,C4H2O5,4,10,2.5,750.0000000000005,1.0000000000000007,1.6,0.5999999999999994
g3p_c,C3H5O6P,3,12,4.0,3pg_c,C3H4O7P,3,10,3.3333333333333335,1000.0,1.0,1.2,0.19999999999999996
g3p_c,C3H5O6P,3,12,4.0,pyr_c,C3H3O3,3,10,3.3333333333333335,1000.0,1.0,1.2,0.19999999999999996
g3p_c,C3H5O6P,3,12,4.0,akg_c,C5H4O5,5,16,3.2,600.0,1.0,1.25,0.25
g3p_c,C3H5O6P,3,12,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.735042735042734,1.0,0.264957264957266
g3p_c,C3H5O6P,3,12,4.0,f6p_c,C6H11O9P,6,24,4.0,500.0,1.0,1.0,0.0
g3p_c,C3H5O6P,3,12,4.0,g6p_c,C6H11O9P,6,24,4.0,499.99999999999994,0.9999999999999999,1.0,1.1102230246251565e-16
g3p_c,C3H5O6P,3,12,4.0,succoa_c,C25H35N7O19P3S,4,14,3.5,750.0000000000011,1.0000000000000016,1.1428571428571428,0.14285714285714124
succoa_c,C25H35N7O19P3S,4,14,3.5,e4p_c,C4H7O7P,4,16,4.0,750.0000000000011,0.749999999999999,0.875,0.125000000000001
succoa_c,C25H35N7O19P3S,4,14,3.5,pep_c,C3H2O6P,3,10,3.3333333333333335,1000.0,0.75,1.05,0.30000000000000004
succoa_c,C25H35N7O19P3S,4,14,3.5,r5p_c,C5H9O8P,5,20,4.0,600.0000000000007,0.7500000000000002,0.875,0.12499999999999978
succoa_c,C25H35N7O19P3S,4,14,3.5,oaa_c,C4H2O5,4,10,2.5,1000.0,1.0000000000000002,1.4,0.3999999999999997
succoa_c,C25H35N7O19P3S,4,14,3.5,3pg_c,C3H4O7P,3,10,3.3333333333333335,1000.0,0.7499999999999993,1.05,0.3000000000000007
succoa_c,C25H35N7O19P3S,4,14,3.5,pyr_c,C3H3O3,3,10,3.3333333333333335,1000.0,0.8999999999999992,1.05,0.1500000000000008
succoa_c,C25H35N7O19P3S,4,14,3.5,akg_c,C5H4O5,5,16,3.2,735.294117647054,0.9191176470588175,1.09375,0.1746323529411825
succoa_c,C25H35N7O19P3S,4,14,3.5,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.6666666666666667,0.875,0.20833333333333326
succoa_c,C25H35N7O19P3S,4,14,3.5,f6p_c,C6H11O9P,6,24,4.0,499.99999999999943,0.7499999999999997,0.875,0.12500000000000033
succoa_c,C25H35N7O19P3S,4,14,3.5,g6p_c,C6H11O9P,6,24,4.0,500.0000000000003,0.7500000000000002,0.875,0.12499999999999978
succoa_c,C25H35N7O19P3S,4,14,3.5,g3p_c,C3H5O6P,3,12,4.0,1000.0,0.7499999999999987,0.875,0.12500000000000133
