substrate,formula,Cs,reduction degree,Crd,product,formula,Cp,reduction degree,Crd,rate,path yield,rdyield,difference
akg_c,C5H4O5,5,16,3.2,3pg_c,C3H4O7P,3,10,3.3333333333333335,481.4814814814825,0.2888888888888894,0.96,0.6711111111111105
akg_c,C5H4O5,5,16,3.2,pyr_c,C3H3O3,3,10,3.3333333333333335,619.0476190476202,0.3714285714285718,0.96,0.5885714285714282
akg_c,C5H4O5,5,16,3.2,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.7999999999999999,0.8,1.1102230246251565e-16
akg_c,C5H4O5,5,16,3.2,f6p_c,C6H11O9P,6,24,4.0,149.42528735632652,0.17931034482758412,0.7999999999999999,0.6206896551724158
akg_c,C5H4O5,5,16,3.2,g6p_c,C6H11O9P,6,24,4.0,149.42528735632175,0.1793103448275864,0.7999999999999999,0.6206896551724135
akg_c,C5H4O5,5,16,3.2,g3p_c,C3H5O6P,3,12,4.0,295.454545454545,0.17727272727272764,0.7999999999999999,0.6227272727272724
f6p_c,C6H11O9P,6,24,4.0,e4p_c,C4H7O7P,4,16,4.0,1000.0,0.9999999999999998,1.0,2.220446049250313e-16
f6p_c,C6H11O9P,6,24,4.0,pep_c,C3H2O6P,3,10,3.3333333333333335,999.9999999999995,1.0000000000000038,1.2,0.19999999999999618
f6p_c,C6H11O9P,6,24,4.0,r5p_c,C5H9O8P,5,20,4.0,1000.0,0.999999999999999,1.0,9.992007221626409e-16
f6p_c,C6H11O9P,6,24,4.0,oaa_c,C4H2O5,4,10,2.5,721.3114754098347,0.48087431693988975,1.6,1.1191256830601104
f6p_c,C6H11O9P,6,24,4.0,3pg_c,C3H4O7P,3,10,3.3333333333333335,1000.0,0.6666666666666666,1.2,0.5333333333333333
f6p_c,C6H11O9P,6,24,4.0,pyr_c,C3H3O3,3,10,3.3333333333333335,1000.0,0.5000000000000006,1.2,0.6999999999999994
f6p_c,C6H11O9P,6,24,4.0,akg_c,C5H4O5,5,16,3.2,660.859083936008,0.5507159032800067,1.25,0.6992840967199933
f6p_c,C6H11O9P,6,24,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.9999999999999972,1.0,2.7755575615628914e-15
f6p_c,C6H11O9P,6,24,4.0,g6p_c,C6H11O9P,6,24,4.0,1000.0,1.0,1.0,0.0
f6p_c,C6H11O9P,6,24,4.0,g3p_c,C3H5O6P,3,12,4.0,1000.0,1.0000000000000002,1.0,-2.220446049250313e-16
g6p_c,C6H11O9P,6,24,4.0,e4p_c,C4H7O7P,4,16,4.0,1000.0,0.9999999999999998,1.0,2.220446049250313e-16
g6p_c,C6H11O9P,6,24,4.0,pep_c,C3H2O6P,3,10,3.3333333333333335,1000.0,0.9999999999999993,1.2,0.20000000000000062
g6p_c,C6H11O9P,6,24,4.0,r5p_c,C5H9O8P,5,20,4.0,1000.0,0.9999999999999996,1.0,4.440892098500626e-16
g6p_c,C6H11O9P,6,24,4.0,oaa_c,C4H2O5,4,10,2.5,721.3114754098357,0.4808743169398904,1.6,1.1191256830601097
g6p_c,C6H11O9P,6,24,4.0,3pg_c,C3H4O7P,3,10,3.3333333333333335,1000.0,0.9999999999999952,1.2,0.20000000000000473
g6p_c,C6H11O9P,6,24,4.0,pyr_c,C3H3O3,3,10,3.3333333333333335,1000.0,0.49999999999999994,1.2,0.7
g6p_c,C6H11O9P,6,24,4.0,akg_c,C5H4O5,5,16,3.2,660.8590839360105,0.5507159032800087,1.25,0.6992840967199913
g6p_c,C6H11O9P,6,24,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.9999999999999998,1.0,2.220446049250313e-16
g6p_c,C6H11O9P,6,24,4.0,f6p_c,C6H11O9P,6,24,4.0,1000.0,0.9999999999999999,1.0,1.1102230246251565e-16
g6p_c,C6H11O9P,6,24,4.0,g3p_c,C3H5O6P,3,12,4.0,1000.0,1.0000000000000002,1.0,-2.220446049250313e-16
g3p_c,C3H5O6P,3,12,4.0,e4p_c,C4H7O7P,4,16,4.0,749.9999999999998,0.9999999999999997,1.0,3.3306690738754696e-16
g3p_c,C3H5O6P,3,12,4.0,pep_c,C3H2O6P,3,10,3.3333333333333335,1000.0,1.0,1.2,0.19999999999999996
g3p_c,C3H5O6P,3,12,4.0,r5p_c,C5H9O8P,5,20,4.0,599.9999999999997,0.9999999999999994,1.0,5.551115123125783e-16
g3p_c,C3H5O6P,3,12,4.0,oaa_c,C4H2O5,4,10,2.5,500.00000000000006,0.6666666666666667,1.6,0.9333333333333333
g3p_c,C3H5O6P,3,12,4.0,3pg_c,C3H4O7P,3,10,3.3333333333333335,999.9999999999995,0.9999999999999996,1.2,0.2000000000000004
g3p_c,C3H5O6P,3,12,4.0,pyr_c,C3H3O3,3,10,3.3333333333333335,999.9999999999994,0.9999999999999994,1.2,0.2000000000000005
g3p_c,C3H5O6P,3,12,4.0,akg_c,C5H4O5,5,16,3.2,550.0000000000003,0.9166666666666673,1.25,0.3333333333333327
g3p_c,C3H5O6P,3,12,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,1.0000000000000004,1.0,-4.440892098500626e-16
g3p_c,C3H5O6P,3,12,4.0,f6p_c,C6H11O9P,6,24,4.0,499.9999999999999,0.9999999999999997,1.0,3.3306690738754696e-16
g3p_c,C3H5O6P,3,12,4.0,g6p_c,C6H11O9P,6,24,4.0,500.00000000000006,1.0000000000000002,1.0,-2.220446049250313e-16
