substrate,formula,Cs,reduction degree,Crd,product,formula,Cp,reduction degree,Crd,rate,path yield,rdyield,difference
f6p_c,C6H11O9P,6,24,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.6682539682539708,1.0,0.33174603174602924
f6p_c,C6H11O9P,6,24,4.0,g6p_c,C6H11O9P,6,24,4.0,1000.0,0.9999999999999998,1.0,2.220446049250313e-16
f6p_c,C6H11O9P,6,24,4.0,g3p_c,C3H5O6P,3,12,4.0,1000.0,0.9999999999999998,1.0,2.220446049250313e-16
f6p_c,C6H11O9P,6,24,4.0,succoa_c,C25H35N7O19P3S,4,14,3.5,1000.0,0.6666666666666666,1.1428571428571428,0.47619047619047616
g6p_c,C6H11O9P,6,24,4.0,e4p_c,C4H7O7P,4,16,4.0,1000.0,0.6666666666666666,1.0,0.33333333333333337
g6p_c,C6H11O9P,6,24,4.0,pep_c,C3H2O6P,3,10,3.3333333333333335,1000.0,0.5,1.2,0.7
g6p_c,C6H11O9P,6,24,4.0,r5p_c,C5H9O8P,5,20,4.0,1000.0,0.8333333333333334,1.0,0.16666666666666663
g6p_c,C6H11O9P,6,24,4.0,oaa_c,C4H2O5,4,10,2.5,992.8491306786319,0.6618994204524212,1.6,0.9381005795475789
g6p_c,C6H11O9P,6,24,4.0,3pg_c,C3H4O7P,3,10,3.3333333333333335,1000.0,0.7500000000000003,1.2,0.4499999999999996
g6p_c,C6H11O9P,6,24,4.0,pyr_c,C3H3O3,3,10,3.3333333333333335,1000.0,0.5141925202928151,1.2,0.6858074797071848
g6p_c,C6H11O9P,6,24,4.0,akg_c,C5H4O5,5,16,3.2,816.7243367935406,0.6806036139946171,1.25,0.5693963860053829
g6p_c,C6H11O9P,6,24,4.0,accoa_c,C23H34N7O17P3S,2,8,4.0,1000.0,0.6698717948717947,1.0,0.3301282051282053
g6p_c,C6H11O9P,6,24,4.0,f6p_c,C6H11O9P,6,24,4.0,1000.0,1.0,1.0,0.0
