bigg_id,name,iAF692_results,iAF987_results,iAM_Pb448_results,iAM_Pc455_results,iAM_Pf480_results,iAM_Pk459_results,iHN637_results,iJN1463_results,iML1515_results,iPC815_results,iSDY_1059_results,iSF_1195_results,iSSON_1240_results,iSbBS512_1146_results,iYL1228_results,iAF692,iAF987,iAM_Pb448,iAM_Pc455,iAM_Pf480,iAM_Pk459,iHN637,iJN1463,iML1515,iPC815,iSDY_1059,iSF_1195,iSSON_1240,iSbBS512_1146,iYL1228
glyhisasn_e,Glycyl-Histidyl-Asparagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glyhislys_e,Glycyl-Histidyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glylyscys_e,Glycyl-Lysyl-Cysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hisglu_e,Histidyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hishislys_e,Histidyl-Histidyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hislysala_e,Histidyl-Lysyl-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hislysglu_e,Histidyl-Lysyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hislysile_e,Histidyl-Lysyl-Isoleucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hisphearg_e,Histidyl-Phenylalanyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
histrphis_e,Histidyl-Tryptophanyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ileasp_e,Isolecyl-Aspartate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ileprolys_e,Isolecyl-Prolyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ileserarg_e,Isolecyl-Seryl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuasplys_e,Leucyl-Aspartyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuleutrp_e,Leucyl-Leucyl-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuval_e,Leucyl-Valine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyscyshis_e,Lysyl-Cysteinyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lysglnphe_e,Lysyl-Glutaminyl-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyslyslys_e,Lysyl-Lysyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lystrparg_e,Lysyl-Tryptophanyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lysvaltrp_e,Lysyl-Valyl-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metglntyr_e,Methionyl-Glutaminyl-Tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metglyarg_e,Methionyl-Glycyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methislys_e,Methionyl-Histidyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pheasp_e,Phenylalanyl-Aspartate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pheglnphe_e,Phenylalanyl-Glutaminyl-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phepheasn_e,Phenylalanyl-Phenylalaninyl-Asparagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phesertrp_e,Phenylalanyl-Seryl-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proglnpro_e,Prolyl-Glutaminyl-Proline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prohis_e,Prolyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protrplys_e,Prolyl-Tryptophanyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protrpthr_e,Prolyl-Tryptophanyl-Threonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
provalgln_e,Prolyl-Valyl-Glutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sercysarg_e,Seryl-Cysteinyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrglnglu_e,Threonyl-Glutaminyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrglntyr_e,Threonyl-Glutaminyl-Tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrhishis_e,Threonyl-Histidinyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpargala_e,Tryptophanyl-Arginyl-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpaspasp_e,Tryptophanyl-Aspartyl-Aspartate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpglupro_e,Tryptophanyl-Glutamyl-Proline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpglyphe_e,Tryptophanyl-Glycyl-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpglyval_e,Tryptophanyl-Glycyl-Valine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpiletrp_e,Tryptophanyl-Isoleucyl-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpprogly_e,Tryptophanyl-Prolyl-Glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpproval_e,Tryptophanyl-Prolyl-Valine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpthrile_e,Tryptophanyl-Threonyl-Isoleucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrargglu_e,Tyrosyl-Arginyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrglu_e,Tyrosyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vallystyr_e,Valyl-Lysyl-Tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valprotrp_e,Valyl-Prolyl-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valtrpval_e,Valyl-Tryptophanyl-Valine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alalysthr_c,Alanyl-Lysine-Threonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argalaala_c,Arginyl-Alanyl-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argarg_c,Arginyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arggluglu_c,Arginyl-Glutamyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argprothr_c,Arginyl-Prolyl-Threonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argserser_c,Arginyl-Seryl-Serine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asntyrgly_c,Asparaginyl-Tyrosyl-Glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aspasnglu_c,Aspartyl-Asparaginyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asplysglu_c,Aspartyl-Lysyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cysasnmet_c,Cystyl-Asparaginyl-Methionine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cysglnmet_c,Cystyl-Glutaminyl-Methionine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cysgluhis_c,Cystyl-Glutamyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cysglutrp_c,Cystyl-Glutamyl-Tryptophan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glnasngln_c,Glutaminyl-Asparaginyl-Glutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glnlyslys_c,Glutaminyl-Lysyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glnproglu_c,Glutaminyl-Prolyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glntyrleu_c,Glutaminyl-Tyrosyl-Leucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gluilelys_c,Glutamyl-Isoleucyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glumet_c,Glutamyl-Methionine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gluthrlys_c,Glutamyl-Threonyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glutrpala_c,Glutamyl-Tryptophanyl-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hisargser_c,Histidyl-Arginyl-Serine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hisglnala_c,Histidyl-Glutaminyl-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hislysthr_c,Histidyl-Lysyl-Threonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hismetgln_c,Histidyl-Methionyl-Glutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hisprolys_c,Histidyl-Prolyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ileglyarg_c,Isolecyl-Glycyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuasnasp_c,Leucyl-Asparaginyl-Aspartate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuproarg_c,Leucyl-Prolyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leutyrtyr_c,Leucyl-Tyrosyl-Tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lystyrile_c,Lysyl-Tyrosyl-Isoleucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mettrpphe_c,Methionyl-Tryptophanyl-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pheleuhis_c,Phenylalanyl-Leucyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phelysala_c,Phenylalanyl-Lysyl-Alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phelyspro_c,Phenylalanyl-Lysyl-Proline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phephethr_c,Phenylalanyl-Phenylalaninyl-Threonine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pheproarg_c,Phenylalanyl-Prolyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proglulys_c,Prolyl-Glutamatsyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prolyspro_c,Prolyl-Lysyl-Proline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serglyglu_c,Seryl-Glycyl-Glutamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serlyshis_c,Seryl-Lysyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serphelys_c,Seryl-Phenylalanyl-Lysine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sertrphis_c,Seryl-Tryptophanyl-Histidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrserarg_c,Threonyl-Seryl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thrtyrmet_c,Threonyl-Tyrosyl-Methionine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpgluleu_c,Tryptophanyl-Glutamyl-Leucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpmetarg_c,Tryptophanyl-Methionyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpphe_c,Tryptophanyl-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpproleu_c,Tryptophanyl-Prolyl-Leucine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpsertyr_c,Tryptophanyl-Seryl-Tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trpthrtyr_c,Tryptophanyl-Threonyl-Tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trptyrgln_c,Tryptophanyl-Tyrosyl-Glutamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrasparg_c,Tyrosyl-Aspartyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valhisasn_c,Valyl-Histidyl-Asparagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valphearg_c,Valyl-Phenylalanyl-Arginine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valtrpphe_c,Valyl-Tryptophanyl-Phenylalanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xolest183_hs_c,"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xolest205_hs_c,"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gncore1_e,"GlcNAc-alpha-1,4-Core 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pglyc_hs_m,Phosphatidylglycerol (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mqn10_c,Menaquinone-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mqn11_c,Menaquinone-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mqn7_e,Menaquinone 7 C46H64O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2934_e,O-methylhippurate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thcholstoic_e,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7klitchol_e,7-Ketolithocholate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sucaceto_e,Succinylacetone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanillac_c,Vanil-Lactate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2h3mv_c,2-Hydroxy-3-Methyl-Valerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2m3hvac_c,2-Methyl-3-Hydroxy-Valerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3h3mglt_e,3-Hydroxy-3-Methyl-Glutarate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppiogly_m,Propionyl-Glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiggly_m,Tiglyl Glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glutacoa_m,Glutaconyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glutcon_m,Glutaconate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3hivac_c,3-Hydroxyisovaleric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3hadpac_x,3-Hydroxy-Adipate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3hadpac_c,3-Hydroxy-Adipate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ohsebcoa_x,3-Hydroxy-Sebacoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ohhexa_c,5-Hydroxyhexanoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ohocata_c,7-Hydroxy-Octanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethmalcoa_c,Ethylmalonyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethmalac_c,Ethylmalonic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methsucc_e,Methyl-Succinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subgly_e,Suberyl-Glycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ohbut_e,4-Hydroxy-Butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hydog_c,2-Hydroxy-Glutarate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thexdd_m,"7Z,10Z-Hexadecadienoic Acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hexdtr_m,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hpdececoa_m,Trans-Delta-2-Heptadecanoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hpdece_e,Trans-Delta-2-Heptadecanoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eic21114tr_e,"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrstandn_e,"5alpha-androstane-3,17-dione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5072_e,21-hydroxyallopregnanolone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prgnlone_e,Prgnlone c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17ahprgnlone_e,17alpha-Hydroxypregnenolone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C09642_e,(-)-Salsolinol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppp9_e,Protoporphyrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05770_e,Coproporphyrin Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a25dhvitd3_e,"1-alpha,25-Dihydroxyvitamin D3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1310_e,N-acetyl-L-cysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE7081_c,15(R)-HEPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12harachd_e,12 hydroxy arachidonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18harachd_e,18 hydroxy arachidonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orn__D_e,D-Ornithine,,,,,,,,IN,,,,,,,,,,,,,,,IN,,,,,,,
5g2oxpt_e,2-Oxoarginine,,,,,,,,IN,,,,,,,,,,,,,,,IN,,,,,,,
xol27oh_e,27-Hydroxycholesterol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chsterols_e,Cholesterol sulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ityr__L_e,3-Iodo-L-tyrosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC00005_e,ApoB100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC00008_e,ApoC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC00009_e,ApoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ldl_hs_e,Low Density Lipoprotein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melatn_e,Melatn c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10164_e,Picolinic acid; pyridine-2-carboxylic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppbng_e,Porphobilinogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ametam_e,S-Adenosylmethioninamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C13856_e,2-Arachidonoylglycerol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coke_c,Cocaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopa4sf_c,Dopamine 4-O-Sulphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopa4glcur_e,Dopamine-4-O-Glucuronide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5026_e,5-S-glutathionyl-L-DOPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1261_e,5-S-Cysteinyldopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23dh1i56dio_c,"2,3-Dihydro-1H-Indole-5,6-Dione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5025_e,5-S-glutathionyl-dopamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rtotal_r,Rtotal c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphgn_g,Sphinganine C18H40NO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phsphings_g,Phytosphingosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phcrm_hs_r,Phytoceramide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm2_hs_l,Ganglioside GM2 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phcrm_hs_c,Phytoceramide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm3_hs_e,Ganglioside GM3 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd3_hs_l,GD3 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm1_hs_e,Ganglioside GM1 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd1a_hs_c,GD1a (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga1_hs_c,GA1 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga2_hs_c,GA2 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphgn_n,Sphinganine C18H40NO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholp_n,Choline phosphate C5H13NO4P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gd3_hs_m,GD3 (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00241_e,"1,2-Diacylglycerol-VLDL-Pool",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00017_e,13Z-Eicosenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00115_e,7Z-Octadecenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01207_e,"8Z,11Z-Eicosadienoic Acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01235_e,9Z-Eicosenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01238_e,9Z-Heptadecenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03051_e,Tridecanoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02909_e,Smcfa-Blood-Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xolest2_hs_r,Cholesterol ester (from FULLR2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03134_c,Valeric Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02616_m,Nonanoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03116_c,Undecanoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00117_c,7Z-Tetradecenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02745_c,5Z-Tetradecenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00003_c,10Z-Heptadecenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00004_c,10Z-Heptadecenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01237_c,9Z-Heptadecenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00018_c,13Z-Eicosenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00101_c,"5Z,8Z,11Z-Eicosatrienoyl Coenzyme A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02053_c,Heneicosanoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01582_c,11Z-Docosenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00006_c,11Z-Docosenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03047_c,Tricosanoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03153_c,17Z-Hexacosenoic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00023_c,"13Z,16Z-Docosadienoyl Coenzyme A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00265_c,"10Z,13Z,16Z-Docosatriynoic Acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC02060_c,"1,2-Diacylglycerol-Ld-Sm-Pool",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphmyln_hs_r,Sphingomyelin (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galgluside_hs_r,Galactosyl glucosyl ceramide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03131_c,V3(Neuac)2-Gb5Cer ((Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm1b_hs_c,GM1b (homo sapiens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02012_l,Gm2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acglcgalgluside_hs_c,(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01881_c,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gthox_r,Oxidized glutathione,,,IS,IS,IS,IS,,,,,,,,,,,,IS,IS,IS,IS,,,,,,,,,
HC02217_r,Prostaglandin-g2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00957_c,"4'-Formyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00962_c,4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8-En-3'-Ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00958_c,4'-Formyl-4'-Methyl-5'-Cholesta-8-En-3'-Ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00956_c,4'-Carboxy-5'-Cholesta-8-En-3'-Ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M01083_c,"7Alpha,24Alpha-Dihydroxy-5Beta-Cholestan-3-One",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00742_m,"3,7,24THCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00615_c,25(R)Tetrahca Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00615_x,25(R)Tetrahca Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00605_c,21-Hydroxypregnenolone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M02760_c,"Pregn-5-Ene-3,20-Dione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00285_c,11Beta-Hydroxyprogesterone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hestratriol_l,"4,17 dihydroxy estradiol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00790_c,3-Hydroxynonadecanoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00054_c,(2E)-Nonadecenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00702_c,3(S)-Hydroxy-13-Cis-Eicosenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M00699_c,3(S)-Hydroxy-11Cis-Docosenoyl Coenzyme A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03011_c,"Trans,Cis-2,11-Docosadienoyl Coenzyme A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M03017_c,"Trans,Cis-2,8,11-Eicosatrienoyl Coenzyme A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
